,var_name,var_label,timepoint,subject,n_observed,data_source,gr_section,gr_qnumber,reporter,var_comp,questionnaire,questionnaire_ref,constructs,var_type,orig_file,n_total,n_missing,descriptives
11710,cbcl107_14,cbcl107_14,13 y,,4732,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5169,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.0, '3rd Qu.': 0, 'Max.': 2}"
11711,cbcl108_14,cbcl108_14,13 y,,4730,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5171,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
11712,cbcl109_14,cbcl109_14,13 y,,4726,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5175,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.29, '3rd Qu.': 1, 'Max.': 2}"
11713,cbcl110_14,cbcl110_14,13 y,,4727,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5174,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.01, '3rd Qu.': 0, 'Max.': 2}"
11714,cbcl111_14,cbcl111_14,13 y,,4729,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5172,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.08, '3rd Qu.': 0, 'Max.': 2}"
11715,cbcl112_14,cbcl112_14,13 y,,4727,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5174,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.29, '3rd Qu.': 1, 'Max.': 2}"
11716,Nmisanx_14,number of missings anxious/depressed_14 yrs,13 y,,4745,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5156,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 12}"
11717,Nmiswit_14,number of missings withdrawn/depressed_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.05, '3rd Qu.': 0, 'Max.': 7}"
11718,Nmissom_14,number of missings somatic complaints_14 yrs,13 y,,4725,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5176,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.05, '3rd Qu.': 0, 'Max.': 10}"
11719,Nmissop_14,number of missings social problems_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.07, '3rd Qu.': 0, 'Max.': 10}"
11720,Nmistho_14,number of missings thought problems_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 14}"
11721,Nmisatt_14,number of missings attention problems_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.06, '3rd Qu.': 0, 'Max.': 6}"
11722,Nmisrul_14,number of missings rule-breaking behavior_14 yrs,13 y,,4745,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5156,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 14}"
11723,Nmisagg_14,number of missings aggressive behavior_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 14}"
11724,NmisDaff_14,number of missings DSM affective problems_14 yrs,13 y,,4747,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5154,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.07, '3rd Qu.': 0, 'Max.': 12}"
11725,NmisDanx_14,number of missings DSM anxiety problems_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 5}"
11726,NmisDsom_14,number of missings DSM somatic problems_14 yrs,13 y,,4721,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5180,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 6}"
11727,NmisDadh_14,number of missings DSM attention deficit/ hyperactivity problems_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 4}"
11728,NmisDodd_14,number of missings DSM oppositional defiant problems_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 3}"
11729,NmisDcd_14,number of missings DSM conduct problems_14 yrs,13 y,,4745,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5156,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 14}"
11730,Nmisint_14,number of missings internalizing scale_14 yrs,13 y,,4747,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5154,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.25, '3rd Qu.': 0, 'Max.': 31}"
11731,Nmisext_14,number of missings externalizing scale_14 yrs,13 y,,4746,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5155,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.19, '3rd Qu.': 0, 'Max.': 31}"
11732,Nmisoth_14,number of missings other problems scale_14 yrs,13 y,,4747,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5154,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.11, '3rd Qu.': 0, 'Max.': 14}"
11733,Nmistot_14,number of missings from the cbcl_14 yrs,13 y,,4747,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5154,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.79, '3rd Qu.': 0, 'Max.': 114}"
11734,sum_anx_14,weighted sumscore anxious/depressed_14 yrs,13 y,,4721,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5180,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 2.17, '3rd Qu.': 3, 'Max.': 19}"
11735,sum_wit_14,weighted sumscore withdrawn/depressed_14 yrs,13 y,,4713,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5188,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.75, '3rd Qu.': 3, 'Max.': 15}"
11736,sum_som_14,weighted sumscore somatic complaints_14 yrs,13 y,,4704,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5197,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.71, '3rd Qu.': 3, 'Max.': 17.6}"
11737,sum_sop_14,weighted sumscore social problems_14 yrs,13 y,,4710,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5191,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.33, '3rd Qu.': 2, 'Max.': 15}"
11738,sum_tho_14,weighted sumscore thought problems_14 yrs,13 y,,4716,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5185,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.54, '3rd Qu.': 2, 'Max.': 20}"
11739,sum_att_14,weighted sumscore attention problems_14 yrs,13 y,,4711,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5190,"{'Min.': 0, '1st Qu.': 1, 'Median': 3, 'Mean': 3.38, '3rd Qu.': 5, 'Max.': 18}"
11740,sum_rul_14,weighted sumscore rule-breaking behaviour_14 yrs,13 y,,4714,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5187,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.22, '3rd Qu.': 2, 'Max.': 19}"
11741,sum_agg_14,weighted sumscore aggressive behavior_14 yrs,13 y,,4712,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5189,"{'Min.': 0, '1st Qu.': 0, 'Median': 2, 'Mean': 3.01, '3rd Qu.': 4, 'Max.': 34}"
11742,sumD_aff_14,weighted sumscore DSM affective problems_14 yrs,13 y,,4716,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5185,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.84, '3rd Qu.': 3, 'Max.': 19}"
11743,sumD_anx_14,weighted sumscore DSM anxiety problems_14 yrs,13 y,,4717,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5184,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.13, '3rd Qu.': 2, 'Max.': 11}"
11744,sumD_som_14,weighted sumscore DSM somatic problems_14 yrs,13 y,,4694,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5207,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 1.18, '3rd Qu.': 2, 'Max.': 11.67}"
11745,sumD_adh_14,weighted sumscore DSM attention deficit/ hyperactivity problems_14 yrs,13 y,,4701,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5200,"{'Min.': 0, '1st Qu.': 1, 'Median': 2, 'Mean': 2.84, '3rd Qu.': 4, 'Max.': 14}"
11746,sumD_odd_14,weighted sumscore DSM oppositional defiant problems_14 yrs,13 y,,4732,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5169,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.58, '3rd Qu.': 3, 'Max.': 10}"
11747,sumD_cd_14,weighted sumscore conduct problems_14 yrs,13 y,,4716,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5185,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 1.17, '3rd Qu.': 2, 'Max.': 21}"
11748,sum_int_14,weighted sumscore internalizing scale_14 yrs,13 y,,4722,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5179,"{'Min.': 0, '1st Qu.': 1, 'Median': 4, 'Mean': 5.63, '3rd Qu.': 8, 'Max.': 41}"
11749,sum_ext_14,weighted sumscore externalizing scale_14 yrs,13 y,,4710,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5191,"{'Min.': 0, '1st Qu.': 0, 'Median': 2, 'Mean': 4.22, '3rd Qu.': 6, 'Max.': 48}"
11750,sum_oth_14,weighted sumscore other problems scale_14 yrs,13 y,,4715,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5186,"{'Min.': 0, '1st Qu.': 1, 'Median': 2, 'Mean': 2.33, '3rd Qu.': 3.2, 'Max.': 16}"
11751,cbcl_sum_14,weighted sumscore total problems_14 yrs,13 y,,4718,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5183,"{'Min.': 0, '1st Qu.': 7, 'Median': 14, 'Mean': 18.43, '3rd Qu.': 26, 'Max.': 130.1}"
11752,anx80f_14,anxious/depressed dichotomized 80e percentiel ()_14 yrs,13 y,,4721,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5180,"{'no behavioural problems': 3708, 'behavioural problems present': 1013}"
11753,wit80f_14,witdrawn-depressed dichotomized 80e percentiel ()_14 yrs,13 y,,4713,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5188,"{'no behavioural problems': 3461, 'behavioural problems present': 1252}"
11754,som80f_14,somatic complaints dichotomized 80e percentiel ()_14 yrs,13 y,,4704,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5197,"{'no behavioural problems': 3482, 'behavioural problems present': 1222}"
11755,sop80f_14,social problems 80e percentiel ()_14 yrs,13 y,,4710,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5191,"{'no behavioural problems': 3283, 'behavioural problems present': 1427}"
11756,tho80f_14,thougt problems dichotomized 80e percentiel ()_14 yrs,13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5185,"{'no behavioural problems': 3720, 'behavioural problems present': 996}"
11757,att80f_14,attention problems dichotomized 80e percentiel ()_14 yrs,13 y,,4711,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5190,"{'no behavioural problems': 3626, 'behavioural problems present': 1085}"
11758,rul80f_14,rule breaking behavior dichotomized 80e percentiel ()_14 yrs,13 y,,4714,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5187,"{'no behavioural problems': 3332, 'behavioural problems present': 1382}"
11759,agg80f_14,aggressive behaviour dichotomized 80e percentiel ()_14 yrs,13 y,,4712,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5189,"{'no behavioural problems': 3552, 'behavioural problems present': 1160}"
11760,affD80f_14,DSM affective disorder dichotomized 80e percentiel ()_14 yrs,13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5185,"{'no behavioural problems': 3487, 'behavioural problems present': 1229}"
11761,anxD80f_14,DSM anxiety disorder dichotomized 80e percentiel ()_14 yrs,13 y,,4717,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5184,"{'no behavioural problems': 3389, 'behavioural problems present': 1328}"
11762,somD80f_14,DSM somatic problems dichotomized 80e percentiel ()_14 yrs,13 y,,4694,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5207,"{'no behavioural problems': 3246, 'behavioural problems present': 1448}"
11763,adhdD80f_14,DSM attention-deficit hyperactivity disorder dichotomized 80e percentiel ()_14 yrs,13 y,,4701,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5200,"{'no behavioural problems': 3559, 'behavioural problems present': 1142}"
11764,oddD80f_14,DSM oppositional defiant disorder dichotomized 80e percentiel ()_14 yrs,13 y,,4732,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5169,"{'no behavioural problems': 3466, 'behavioural problems present': 1266}"
11765,cdD80f_14,DSM conduct problems dichotomized 80e percentiel ()_14 yrs,13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5185,"{'no behavioural problems': 3462, 'behavioural problems present': 1254}"
11766,int80f_14,weighted internalizing scale dichotomized 80e percentiel ()_14 yrs,13 y,,4722,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5179,"{'no behavioural problems': 3680, 'behavioural problems present': 1042}"
11767,ext80f_14,weighted externalizing scale dichotomized 80e percentiel ()_14 yrs,13 y,,4710,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5191,"{'no behavioural problems': 3622, 'behavioural problems present': 1088}"
11768,oth80f_14,weighted other problems scale dichotomized 80e percentiel ()_14 yrs,13 y,,4715,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5186,"{'no behavioural problems': 3563, 'behavioural problems present': 1152}"
11769,sum80f_14,weighted total problem score dichotomized 80e percentiel ()_14 yrs,13 y,,4718,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5183,"{'no behavioural problems': 3770, 'behavioural problems present': 948}"
11770,anx93f_14,anxious/depressed dichotomized 93rd percentile 14 yrs,13 y,,4721,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5180,"{'no behavioural problems': 4360, 'behavioural problems present': 361}"
11771,wit93f_14,witdrawn-depressed dichotomized 93rde percentile 14 yrs,13 y,,4713,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5188,"{'no behavioural problems': 4202, 'behavioural problems present': 511}"
11772,som93f_14,somatic complaints dichotomized 93rd percentile 14 yrs,13 y,,4704,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5197,"{'no behavioural problems': 4205, 'behavioural problems present': 499}"
11773,sop93f_14,social problems 93rd percentile 14 yrs,13 y,,4710,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5191,"{'no behavioural problems': 4378, 'behavioural problems present': 332}"
11774,tho93f_14,thougt problems dichotomized 93rd percentile 14 yrs,13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5185,"{'no behavioural problems': 4322, 'behavioural problems present': 394}"
11775,att93f_14,attention problems dichotomized 93rd percentile 14 yrs,13 y,,4711,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5190,"{'no behavioural problems': 4326, 'behavioural problems present': 385}"
11776,rul93f_14,rule breaking behavior dichotomized 93rd percentile 14 yrs,13 y,,4714,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5187,"{'no behavioural problems': 4270, 'behavioural problems present': 444}"
11777,agg93f_14,aggressive behaviour dichotomized 93rd percentile 14 yrs,13 y,,4712,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5189,"{'no behavioural problems': 4289, 'behavioural problems present': 423}"
11778,affD93f_14,DSM affective disorder dichotomized 93rd percentile 14 yrs,13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5185,"{'no behavioural problems': 4333, 'behavioural problems present': 383}"
11779,anxD93f_14,DSM anxiety disorder dichotomized 93rd percentile 14 yrs,13 y,,4717,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5184,"{'no behavioural problems': 4334, 'behavioural problems present': 383}"
11780,somD93f_14,DSM somatic problems dichotomized 93rd percentile 14 yrs,13 y,,4694,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5207,"{'no behavioural problems': 4257, 'behavioural problems present': 437}"
11781,adhdD93f_14,DSM attention-deficit hyperactivity disorder dichotomized 93rd percentile 14 yrs,13 y,,4701,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5200,"{'no behavioural problems': 4373, 'behavioural problems present': 328}"
11782,oddD93f_14,DSM oppositional defiant disorder dichotomized 93rd percentile 14 yrs,13 y,,4732,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5169,"{'no behavioural problems': 4366, 'behavioural problems present': 366}"
11783,cdD93f_14,DSM conduct problems dichotomized 93rd percentile 14 yrs,13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5185,"{'no behavioural problems': 4263, 'behavioural problems present': 453}"
11784,int84f_14,weighted internalizing scale dichotomized 84th percentile 14 yrs,13 y,,4722,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5179,"{'no behavioural problems': 3839, 'behavioural problems present': 883}"
11785,ext84f_14,weighted externalizing scale dichotomized 84th percentile 14 yrs,13 y,,4710,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5191,"{'no behavioural problems': 3944, 'behavioural problems present': 766}"
11786,oth84f_14,weighted other problems scale dichotomized 84th percentile 14 yrs,13 y,,4715,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5186,"{'no behavioural problems': 3999, 'behavioural problems present': 716}"
11787,sum84f_14,weighted total problem score dichotomized 84th percentile 14 yrs,13 y,,4718,GR1093,,,mother,,,,,factor,GR1093-E1_CBCL_18062020,9901,5183,"{'no behavioural problems': 3925, 'behavioural problems present': 793}"
11788,Anxious__Depressed_TScore_14,Anxious__Depressed_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 50, 'Mean': 52.87, '3rd Qu.': 54, 'Max.': 87}"
11789,Withdrawn__Depressed_TScore_14,Withdrawn__Depressed_TScore,6 y,child,4705,GR1078-79,,,teacher,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 53, 'Mean': 54.17, '3rd Qu.': 57, 'Max.': 96}"
11790,Somatic_Complaints_TScore_14,Somatic_Complaints_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 53, 'Mean': 55.43, '3rd Qu.': 59, 'Max.': 93}"
11791,Social_Problems_TScore_14,Social_Problems_TScore,6 y,child,4705,GR1078-79,,,teacher,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 51, 'Mean': 52.93, '3rd Qu.': 54, 'Max.': 84}"
11792,Thought_Problems_TScore_14,Thought_Problems_TScore,6 y,child,4705,GR1078-79,,,teacher,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 51, 'Mean': 54.18, '3rd Qu.': 56, 'Max.': 87}"
11793,Attention_Problems_TScore_14,Attention_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 52, 'Mean': 54.43, '3rd Qu.': 57, 'Max.': 90}"
11794,Rule_Breaking_Behavior_TScore_14,Rule_Breaking_Behavior_TScore,6 y,child,4705,GR1078-79,,,teacher,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 51, 'Mean': 52.02, '3rd Qu.': 52, 'Max.': 79}"
11795,Aggressive_Behavior_TScore_14,Aggressive_Behavior_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 50, 'Mean': 52.48, '3rd Qu.': 52, 'Max.': 97}"
11796,Internalizing_Problems_TScore_14,Internalizing_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 33, '1st Qu.': 40, 'Median': 48, 'Mean': 48.98, '3rd Qu.': 55, 'Max.': 81}"
11797,Externalizing_Problems_TScore_14,Externalizing_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 34, '1st Qu.': 34, 'Median': 44, 'Mean': 45.31, '3rd Qu.': 52, 'Max.': 82}"
11798,Total_Problems_TScore_14,Total_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 24, '1st Qu.': 41, 'Median': 47, 'Mean': 47.1, '3rd Qu.': 54, 'Max.': 81}"
11799,Depressive_Problems_TScore_14,Depressive_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 51, 'Mean': 54.19, '3rd Qu.': 57, 'Max.': 88}"
11800,Anxiety_Problems_TScore_14,Anxiety_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 51, 'Mean': 53.19, '3rd Qu.': 53, 'Max.': 88}"
11801,Somatic_Problems_TScore_14,Somatic_Problems_TScore,6 y,child,4702,GR1078-79,,,teacher,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5199,"{'Min.': 50, '1st Qu.': 50, 'Median': 54, 'Mean': 55.16, '3rd Qu.': 59, 'Max.': 93}"
11802,Attntn_Dfct__Hyprctvty_Prblms_TScore_14,Attention_Deficit__Hyperactivity_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 52, 'Mean': 54.46, '3rd Qu.': 57, 'Max.': 80}"
11803,Oppositional_Defiant_Prblms_TScore_14,Oppositional_Defiant_Problems_TScore,13 y,,4705,GR1093,,,mother,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 51, 'Mean': 52.93, '3rd Qu.': 55, 'Max.': 80}"
11804,Conduct_Problems_TScore_14,Conduct_Problems_TScore,6 y,child,4705,GR1078-79,,,teacher,,,,,numeric,GR1093-E1_CBCL_18062020,9901,5196,"{'Min.': 50, '1st Qu.': 50, 'Median': 50, 'Mean': 52.23, '3rd Qu.': 53, 'Max.': 81}"
11805,E002001R9301_v2,GR1093E-2a My child: is unable to pick up on any of the meaning of conversations of older children or adults. (E002001R9301),13 y,,4716,GR1093,,,mother,,,,,factor,GR1093-E2_14092020,9901,5185,"{'Not true': 4260, 'Sometimes true': 399, 'Often true': 41, 'Amost always true': 16}"
11806,E002002R9301_v2,GR1093E-2b My child: is slow or awkward in turn-taking interactions with peers (E002002R9301),13 y,,4719,GR1093,,,mother,,,,,factor,GR1093-E2_14092020,9901,5182,"{'Not true': 4186, 'Sometimes true': 454, 'Often true': 64, 'Amost always true': 15}"
11807,E002003R9301_v2,GR1093E-2c My chld: is able to understand the meaning of other peoples tone of voice and facial expressions. (E002003R9301),13 y,,4681,GR1093,,,mother,,,,,numeric,GR1093-E2_14092020,9901,5220,"{'Min.': 1, '1st Qu.': 2, 'Median': 4, 'Mean': 3.09, '3rd Qu.': 4, 'Max.': 4}"
11808,E002004R9301_v2,"GR1093E-2d My child: avoids eye contact, or has unusual eye contact (E002004R9301)",13 y,,4684,GR1093,,,mother,,,,,numeric,GR1093-E2_14092020,9901,5217,"{'Min.': 1, '1st Qu.': 1, 'Median': 1, 'Mean': 1.21, '3rd Qu.': 1, 'Max.': 4}"
11809,E002005R9301_v2,GR1093E-2e My child: does not attempt to interact with the other children when on the playground or in a group with other young children (E002005R9301),13 y,,4698,GR1093,,,mother,,,,,numeric,GR1093-E2_14092020,9901,5203,"{'Min.': 1, '1st Qu.': 1, 'Median': 1, 'Mean': 1.25, '3rd Qu.': 1, 'Max.': 4}"
11810,E002006R9301_v2,GR1093E-2f My child: has strange ways of playing with toys (E002006R9301),13 y,,4700,GR1093,,,mother,,,,,numeric,GR1093-E2_14092020,9901,5201,"{'Min.': 1, '1st Qu.': 1, 'Median': 1, 'Mean': 1.01, '3rd Qu.': 1, 'Max.': 4}"
11811,E002007R9301_v2,GR1093E-2g My child: has more difficulty than other children with changes in his/her routine (E002007R9301),13 y,,4713,GR1093,,,mother,,,,,numeric,GR1093-E2_14092020,9901,5188,"{'Min.': 1, '1st Qu.': 1, 'Median': 1, 'Mean': 1.27, '3rd Qu.': 1, 'Max.': 4}"
11812,E002008R9301_v2,GR1093E-2h My child: is regarded by other children as odd or weird (E002008R9301),13 y,,4723,GR1093,,,mother,,,,,factor,GR1093-E2_14092020,9901,5178,"{'Not true': 4335, 'Sometimes true': 338, 'Often true': 39, 'Amost always true': 11}"
